"","date","no","no2","o3"
"416",2018-01-18 07:00:00,"5.02628",21.39722,56.42842
"417",2018-01-18 08:00:00,"1.87601",22.74596,54.78197
"418",2018-01-18 09:00:00,"3.07948",22.69586,54.93164
"419",2018-01-18 10:00:00,"missing",21.93667,55.82971
"420",2018-01-18 11:00:00,"missing",25.04038,52.78627
"421",2018-01-18 12:00:00,"4.03518",25.69129,53.8839
"422",2018-01-18 13:00:00,"2.9025",21.55283,59.12261
"423",2018-01-18 14:00:00,"1.9468",23.99742,55.82971
"424",2018-01-18 15:00:00,"3.78741",33.46962,52.88605
"425",2018-01-18 16:00:00,"1.80521",29.00172,51.68863
"426",2018-01-18 17:00:00,"2.15918",31.8862,46.79917
"427",2018-01-18 18:00:00,"missing",47.11811,29.53636
"428",2018-01-18 19:00:00,"0.9557",42.65312,33.97679
"429",2018-01-18 20:00:00,"missing",27.14794,49.39358
"430",2018-01-18 21:00:00,"0.42476",26.60318,48.79487
"431",2018-01-18 22:00:00,"0.70793",34.65541,41.46067
"432",2018-01-18 23:00:00,"0.49555",38.24506,36.92045
"433",2018-01-19 00:00:00,"0.56621",41.46698,32.92905
"434",2018-01-19 01:00:00,"0.28311",30.64558,41.24447
"435",2018-01-19 02:00:00,"0.42466",24.07463,43.9054
"436",2018-01-19 03:00:00,"0.42466",23.80232,41.95959
"437",2018-01-19 04:00:00,"0.38927",22.49503,44.25465
"438",2018-01-19 05:00:00,"0.67238",29.57671,39.06583
"439",2018-01-19 06:00:00,"3.46804",47.29275,22.45163
"440",2018-01-19 07:00:00,"13.19977",65.97404,7.9828
"441",2018-01-19 08:00:00,"41.86415",74.03385,4.73979
"442",2018-01-19 09:00:00,"22.86073",63.41474,14.96775
